,text,category,toxicity_score,severe_toxicity_score,identity_attack_score,profanity_score,sexually_explicit_score,inflammatory_score,threat_score
4412,Short acknowledged that Trump ' s 5 statement in Pence ' s mouth was another lie . Jan6Justice,politics,0.33341047,0.17188074,0.16276897,0.108840436,0.09399753,0.344134,0.06193689
4413,"DAMNING : 1 . Mark was in contact with Oath & ; while these two met in the Hotel ' s "" War Room "" on . 5th . 2 . "" sworn testimony "" that the in the were "" prepared to kill "" Pence & ; .",politics,0.5958905,0.39079824,0.12282852,0.6985418,0.09618199,0.42537135,0.61835885
4414,"A Poor got his family reunion scab peeled . Again . Like it did that time he off the family bingo night , so he could sub for Mike Pence at the Insurrection Dance 😡🤬",politics,0.19141254,0.041268546,0.045634206,0.02932797,0.025687344,0.8602323,0.078884944
4415,That worked out well for Pence . This would be a career ending move for,politics,0.027409043,0.032405514,0.036826618,0.025473299,0.024791678,0.36977372,0.23914476
4416,"The between Lake and national attention after Lake was endorsed by Trump , then was endorsed by Mike Pence , Trump ’ s former vice president .",politics,0.010759487,0.002288467,0.0029498967,0.002446993,0.011431204,0.11877074,0.0048540924
4417,Pence Thank you,politics,0.019158829,0.01046713,0.0151868295,0.015523332,0.020006714,0.085139394,0.04199331
4418,How did you know you ’ d be the 6 2020 certification of the ? What did you know about Pence and the insurrection ?,politics,0.026035614,0.0129684685,0.01875121,0.015752176,0.027608648,0.27171177,0.026662502
4419,Pence You need to retire,politics,0.10634898,0.0357185,0.0507881,0.043880124,0.029279958,0.19324675,0.11203837
4420,Clean the Swamp at 100 % off the bat … get rid of .. .. Pence .. and the rest of em … Trump2024,politics,0.355017,0.13744207,0.11369497,0.06532817,0.032469135,0.30641815,0.56819826
4421,"Hey and . this guy needs to be and for his role in J6 . He clearly said he would preside in place of Pence . How did he know Pence ' t be there ? The rest of what you said is nothing more than . So , on par for you",politics,0.060527626,0.0917395,0.04981996,0.052687276,0.03556588,0.7129602,0.16513765
4422,' t have space for anti choice . Let Amy and Mike Pence have him .,politics,0.04818217,0.023643369,0.059680875,0.018493028,0.021150993,0.35657158,0.043883488
4423,Yeah right . It had NOTHING to do with who pence was or his lying to Trump . 🤡🌎,politics,0.21186037,0.0884645,0.109342024,0.08334223,0.04093001,0.54751784,0.05656948
4424,"93 was a big part of this J6 plan , had Pence gotten in the car and was away , would of been in charge of the senate & ; the …… full blown crisis , he needs to try and remain powerful and relevant or he will be had , which he should be .",politics,0.05133759,0.018045861,0.021101428,0.008940996,0.011879516,0.2747595,0.07075258
4425,I hope more follow . This me of the backlash from Pence ’ s anti ( if I forget it ’ s solely because I ’ m ignorant ) trash,politics,0.7007861,0.33796373,0.21690394,0.4186615,0.11488849,0.82629335,0.19170955
4426,we need some back he was more of a moderate conservative to pence or,politics,0.05133759,0.044866223,0.10561486,0.046159733,0.052608795,0.5680319,0.21389857
4427,I ’ m being quiet he name on here but j * ey v * pence is so clearly trying to rip off the beastie and it me,politics,0.39108577,0.3655168,0.23264,0.5090574,0.3886944,0.4520013,0.6229254
4428,I though that was Nancy Mike Pence,politics,0.023803791,0.047671083,0.060701963,0.08840841,0.17472894,0.14097027,0.09628648
4429,"DAMNING : 1 . Mark was in contact with Oath & ; while these two met in the Hotel ' s "" War Room "" on . 5th . 2 . "" sworn testimony "" that the in the were "" prepared to kill "" Pence & ; .",politics,0.5958905,0.39079824,0.12282852,0.6985418,0.09618199,0.42537135,0.61835885
4430,"You had to dig deep for that one . Pence , , , counsel , , , . All nope . At least one ' acting ' director stuck by his buddy . 🤦",politics,0.05613239,0.045733437,0.029255515,0.04125635,0.048200347,0.48101896,0.114166565
4431,"You mean the child sex traffic guru tRUMP ' s buddy ? If any is by the US right now , it ' s all the Civil who scrubbed the back chatter of laughter & ; cat from treasonous tRUMP on Jan6th . As armed the to Pence ...",politics,0.54375964,0.21015933,0.19654116,0.10052391,0.68371606,0.6758361,0.25371397
4432,Remember picked Pence !! close directly up to .,politics,0.017631676,0.01880254,0.028202355,0.018177725,0.037614588,0.17584409,0.097442284
4433,"Pence You should keep out of the abortion debate if you have national political . that decision to the not federal . You don ' t need to show case how moral you think you are . You ' re not going to win the Republican nomination , so why bother ?",politics,0.14014533,0.05573205,0.12961993,0.015808498,0.01490113,0.35405755,0.05862432
4434,Anyone ever get to the bottom of why this guy ' t expect pence to preside over the certification ?,politics,0.1008549,0.024671815,0.034004293,0.027280431,0.05093,0.4369729,0.047079787
4435,"patriotic Nope . Trump ' s Big Lie the award for traitor with the either guilty with him or . Worst , most corrupt criminal president in the history of the US . He Pence dead so he watched the attack and did nothing about known armed .",politics,0.5363433,0.30659273,0.22186856,0.11804516,0.032700006,0.7372744,0.5122193
4436,"Still waiting got you to provide proof got us into a war anywhere . To say “ / ”, is like me saying “ Trump / Pence tried to overthrow the US ”, when actually it was Trump who did it . Not Pence .",politics,0.064523295,0.017231684,0.029846543,0.009444066,0.010323567,0.09557888,0.062301647
4437,"an armed mob and sending them upon Congress ... "" MIKE PENCE "" they cried . Why does support this ?",politics,0.23277332,0.051468335,0.117854744,0.029589683,0.043518227,0.55798703,0.26283443
4438,"Oh Pence is good at treason . That ' s his big accomplishment , in collusion with scarf - b ! tch and , along with a few other he ' s working for the .",politics,0.5550837,0.24073932,0.13263492,0.3577378,0.16929168,0.7155724,0.10998459
4439,"Hey Chucky , why were you so sure Pence WOULD NOT BE OVER THE ELECTION CERTIFICATION ? like you were a major participant in the coup d ' on 2021 !",politics,0.09709594,0.06565145,0.053560235,0.040598385,0.027102983,0.4205399,0.18093814
4440,"Need majority so I can avoid doing my job & ; just out with my family ' t the argument you think it is , Chuck . who was it who told you Pence ' t be around 1 / 6 & ; you would be the one to install trump as dictator ? And why did you agree ??",politics,0.18450552,0.038761508,0.091274194,0.02237398,0.01873138,0.29542378,0.03336463
4441,Pence to to Join Against Trump - Endorsed Candidate -,politics,0.043031808,0.14497109,0.21198297,0.110733174,0.07838662,0.13787977,0.42115206
4442,show 10 House White House meeting on Pence,politics,0.02124131,0.033736527,0.047594957,0.06566638,0.07576713,0.37531176,0.1088462
4443,"Pence since the subject was credit , my argument was pertinent to the conversation . However in the spirit of agreement to disagree . Have a pleasant weekend !",politics,0.012494888,0.008122326,0.011123979,0.008950362,0.0063520544,0.09249479,0.018716443
4444,Pence country . Not at all .,politics,0.055333257,0.03976395,0.10276798,0.048293676,0.056179702,0.12698373,0.07529835
4445,"Mike Pence sought federal to “ provide assistance to those seeking to change their sexual behavior .” Pence in and out of the campaign that Pence endorsed with nary a peep , to rival hopeful ’ Trump festival of .",politics,0.18253209,0.07001012,0.10774317,0.045163475,0.529271,0.34011966,0.05103693
4446,Are you thinking that being seen with walker is helping your campaign ?!?! Pretty sure it ’ t ( Nor is the pence endorsement ) A comedy of happening Who ’ s you ?!,politics,0.087430015,0.012648354,0.015996229,0.010119246,0.013430595,0.1482421,0.014075865
4447,Deranged orange traitor execution of own vice president .,politics,0.5851118,0.45765334,0.3088466,0.28965908,0.16505964,0.84858537,0.567987
4448,"Here ' s some more of Pence ' s - more treason and criminality with the scarf b ! itch . Scarf b ! tch to her and agenda , in collusion with Pence and .",politics,0.34388447,0.37292406,0.28634915,0.4257055,0.19984339,0.75058323,0.1526199
4449,". "" mike pence !""",politics,0.01631277,0.01994503,0.020627022,0.018419046,0.024127685,0.10629947,0.054272164
4450,"STOP LYING . YOU KNOW HE DID NO SUCH THING . MIKE PENCE HAD TO CALL IN THE NATIONAL GUARD BECAUSE TRUMP DECIDED TO "" STAND BACK AND STAND BY "". WHAT THE HELL IS WRONG WITH THE ?",politics,0.45353866,0.5066412,0.3270813,0.47657993,0.067900404,0.644235,0.31968272
4451,"Always looking to buy / trade of I ’ m interested in ! Main is and but I also collect , Pence , or just basically anything I find intriguing . Always looking to sell as well , have plenty to offer to those looking for or !",politics,0.016729267,0.013782228,0.015696257,0.021206774,0.06496363,0.019200424,0.045347314
4452,"Pence Bankruptcy debt and your credit score are two different . The debt is , the hit on your credit remains because that is an indicator of your credit worthiness . As a New , I will wish you well and say .",politics,0.022213135,0.022596808,0.013127952,0.020287342,0.01928609,0.059945017,0.14643192
4453,Why did you announce you would be counting electoral on J6 ? Where did you think Pence would be ? Did you think he would be hung ? off by the Secret Service ? What role did you play in the coup against ?,politics,0.112788886,0.09753274,0.06395169,0.052431874,0.036400918,0.6628956,0.5582172
4454,"If you think somebody was actually going to Mike Pence , you are the quintessential example of a conspiracy theorist . The noose was a prop for a protest .",politics,0.22990009,0.04785059,0.04042055,0.02615565,0.025938362,0.63004607,0.25600317
4455,"Risky for . . Consider Mike Pence or Chief of Staff Mark . It ' s still unclear what they "" set themselves up "" for . Sometimes the leader brand and the second fiddle brand don ' t mix . Think of and .",politics,0.054534122,0.019012438,0.0362541,0.015411773,0.011132801,0.3264152,0.047156613
4456,Pence How grotesque that the government & ; their . You are a ghoul .,politics,0.68288773,0.22073199,0.34108043,0.106466815,0.045030277,0.75058323,0.04173405
4457,"Pence you , and every other you ' re a piece of for not telling g the truth about 6th . So just off .",politics,0.22069082,0.18798791,0.24414042,0.13413993,0.120607324,0.29682717,0.23448303
4458,Jordan Pence ' Lawsuit Verdict is Bad News for the Conspiracy - Spewing on Fox ( Jury added $ 45 . 2 Million in Punitive Damages to the $ 4 . 1 Million to and Lewis ),politics,0.13296685,0.024791472,0.039618,0.048983436,0.028386105,0.26243693,0.036412045
4459,"If it comes down between Pence and a liberal endorsed by The Revolutionary Communist Party ( it endorsed in 2020 ), yes .",politics,0.033761155,0.054118775,0.23447557,0.03635811,0.021423582,0.64970124,0.04599178
4460,I would vote for Mike Pence .......... To be from the US .,politics,0.034962907,0.023957813,0.07144826,0.0138924625,0.020120025,0.11204477,0.07036101
4461,"You let down Chuck . You were too old and weak to drag Mike Pence off to the gallows and take over as the senior Republican in charge , what ? Hide yor head in shame old man",politics,0.5851118,0.4967363,0.41231266,0.2685576,0.13445403,0.88152146,0.37074023
4462,What about poor Mike Pence ? Did the straw poll say they still want to him ?,politics,0.20522906,0.05388481,0.051823143,0.096268654,0.053720977,0.35842153,0.07037138
4463,Maybe Mike Pence could go in your place,politics,0.07251463,0.029314255,0.026266435,0.044715926,0.09236598,0.43473795,0.09699831
4464,"And let ' s not forget Pence is a traitor who with scarf - b ! tch to inflate and go against . So scarf b ! tch to her and agenda , and Pence as her cohort .",politics,0.5810591,0.3665168,0.2723501,0.3384061,0.16416022,0.7079002,0.1481477
4465,I have prefer my President to follow the United Constitution . 1 / 6 / 21 Trump ’ t want Mike Pence to fulfill his duty to the Constitution . Mike ’ t have anything on 1 / 6 / 21 . Trump is a sore LOSER . 2024 🇺🇸!,politics,0.5933793,0.32332993,0.17380655,0.20232931,0.073600166,0.7082648,0.11111466
4466,We haven ' t since Pence the Religious Freedom Restoration Act in 2015 ( can refuse to serve gay people for religious .),politics,0.40636617,0.032118913,0.25131387,0.030765288,0.07277916,0.31859046,0.011128153
